"ano","sq_candidato","nome_candidato","descricao_cargo","sigla_partido","desc_sit_cand_tot","sigla_uf","total_votos","sexo","estado_civil","grau_instrucao","descricao_ocupacao","cor_raca","data_nascimento","descricao_nacionalidade"
2014,260000000091,"LAÉRCIO JOSÉ DE OLIVEIRA","DEPUTADO FEDERAL","SD","ELEITO POR QP","SE",84198,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","15/04/1959","BRASILEIRA NATA"
2014,260000000099,"ANDRE LUIS DANTAS FERREIRA","DEPUTADO FEDERAL","PSC","ELEITO POR QP","SE",71523,"MASCULINO","CASADO(A)","SUPERIOR INCOMPLETO","DEPUTADO","BRANCA","23/02/1972","BRASILEIRA NATA"
2014,260000000177,"FÁBIO DE ALMEIDA REIS","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","SE",80895,"MASCULINO","SOLTEIRO(A)","SUPERIOR INCOMPLETO","DEPUTADO","BRANCA","15/04/1977","BRASILEIRA NATA"
2014,260000000182,"ANTONIO CARLOS VALADARES FILHO","DEPUTADO FEDERAL","PSB","ELEITO POR QP","SE",68199,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","01/10/1980","BRASILEIRA NATA"
2014,260000000184,"FÁBIO CRUZ MITIDIERI","DEPUTADO FEDERAL","PSD","ELEITO POR QP","SE",83401,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","EMPRESÁRIO","BRANCA","24/02/1977","BRASILEIRA NATA"
2014,260000000189,"JOÃO SOMARIVA DANIEL","DEPUTADO FEDERAL","PT","ELEITO POR MÉDIA","SE",52959,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","DEPUTADO","BRANCA","22/08/1967","BRASILEIRA NATA"
2014,260000000197,"JONY MARCOS DE SOUZA ARAÚJO","DEPUTADO FEDERAL","PRB","ELEITO POR QP","SE",53455,"MASCULINO","CASADO(A)","SUPERIOR INCOMPLETO","OUTROS","BRANCA","30/09/1977","BRASILEIRA NATA"
2014,270000000011,"KATIA REGINA DE ABREU","SENADOR","PMDB","ELEITO","TO",282052,"FEMININO","VIÚVO(A)","SUPERIOR COMPLETO","SENADOR","BRANCA","02/02/1962","BRASILEIRA NATA"
2014,270000000014,"CARLOS HENRIQUE AMORIM","DEPUTADO FEDERAL","PMDB","ELEITO POR MÉDIA","TO",44739,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","EMPRESÁRIO","BRANCA","21/04/1961","BRASILEIRA NATA"
2014,270000000015,"JOSINIANE BRAGA NUNES","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","TO",53452,"FEMININO","SEPARADO(A) JUDICIALMENTE","SUPERIOR COMPLETO","DEPUTADO","BRANCA","10/05/1962","BRASILEIRA NATA"
2014,270000000019,"DULCE FERREIRA PAGANI MIRANDA","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","TO",75934,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","DONA DE CASA","BRANCA","15/12/1963","BRASILEIRA NATA"
2014,270000000020,"IRAJÁ SILVESTRE FILHO","DEPUTADO FEDERAL","PSD","ELEITO POR QP","TO",62859,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","03/02/1983","BRASILEIRA NATA"
2014,270000000287,"MARIA AUXILIADORA SEABRA REZENDE","DEPUTADO FEDERAL","DEM","ELEITO POR QP","TO",41802,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","01/10/1964","BRASILEIRA NATA"
2014,270000000290,"LÁZARO BOTELHO MARTINS","DEPUTADO FEDERAL","PP","ELEITO POR QP","TO",42935,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","DEPUTADO","BRANCA","11/02/1947","BRASILEIRA NATA"
2014,270000000292,"VICENTE ALVES DE OLIVEIRA JUNIOR","DEPUTADO FEDERAL","PSB","ELEITO POR QP","TO",51069,"MASCULINO","SOLTEIRO(A)","ENSINO MÉDIO COMPLETO","EMPRESÁRIO","BRANCA","11/04/1985","BRASILEIRA NATA"
2014,270000000296,"CESAR HANNA HALUM","DEPUTADO FEDERAL","PRB","ELEITO POR QP","TO",46119,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","10/03/1954","BRASILEIRA NATA"
2018,10000600848,"MANUEL MARCOS CARVALHO DE MESQUITA","DEPUTADO FEDERAL","PRB","ELEITO POR MÉDIA","AC",7489,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","VEREADOR","PARDA","07/05/1972","BRASILEIRA NATA"
2018,10000602290,"JESUS SERGIO DE MENEZES","DEPUTADO FEDERAL","PDT","ELEITO POR MÉDIA","AC",9537,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","PROFESSOR DE ENSINO MÉDIO","PARDA","10/06/1973","BRASILEIRA NATA"
2018,10000602509,"ALAN RICK MIRANDA","DEPUTADO FEDERAL","DEM","ELEITO POR QP","AC",22263,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","23/10/1976","BRASILEIRA NATA"
2018,10000602512,"CYLMARA FERNANDES DA ROCHA GRIPP","DEPUTADO FEDERAL","PSDB","ELEITO POR QP","AC",40047,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","EMPRESÁRIO","BRANCA","04/09/1973","BRASILEIRA NATA"
2018,10000602515,"FLAVIANO FLAVIO BAPTISTA DE MELO","DEPUTADO FEDERAL","MDB","ELEITO POR MÉDIA","AC",18723,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","17/11/1949","BRASILEIRA NATA"
2018,10000602516,"JESSICA ROJAS SALES","DEPUTADO FEDERAL","MDB","ELEITO POR QP","AC",28717,"FEMININO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","28/11/1980","BRASILEIRA NATA"
2018,10000602523,"VANDA DENIR MILANI NOGUEIRA","DEPUTADO FEDERAL","SOLIDARIEDADE","ELEITO POR QP","AC",22219,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","MAGISTRADO","BRANCA","17/09/1953","BRASILEIRA NATA"
2018,10000603058,"SÉRGIO DE OLIVEIRA CUNHA","SENADOR","PSD","ELEITO","AC",244109,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","SENADOR","BRANCA","20/04/1960","BRASILEIRA NATA"
2018,10000603061,"MARCIO MIGUEL BITTAR","SENADOR","MDB","ELEITO","AC",185066,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","HISTORIADOR","BRANCA","28/06/1963","BRASILEIRA NATA"
2018,10000608404,"MARIA PERPETUA DE ALMEIDA","DEPUTADO FEDERAL","PC do B","ELEITO POR QP","AC",18374,"FEMININO","CASADO(A)","ENSINO MÉDIO COMPLETO","PROFESSOR DE ENSINO FUNDAMENTAL","BRANCA","28/12/1964","BRASILEIRA NATA"
2018,20000616686,"RODRIGO SANTOS CUNHA","SENADOR","PSDB","ELEITO","AL",895738,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ADVOGADO","PARDA","11/05/1981","BRASILEIRA NATA"
2018,20000616797,"ARTHUR CESAR PEREIRA DE LIRA","DEPUTADO FEDERAL","PP","ELEITO POR QP","AL",143858,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","25/06/1969","BRASILEIRA NATA"
2018,20000616803,"JOÃO HENRIQUE HOLANDA CALDAS","DEPUTADO FEDERAL","PSB","ELEITO POR QP","AL",178645,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","22/07/1987","BRASILEIRA NATA"
2018,20000616806,"SEVERINO DE LIRA PESSÔA","DEPUTADO FEDERAL","PRB","ELEITO POR QP","AL",70413,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","DEPUTADO","PARDA","06/02/1970","BRASILEIRA NATA"
2018,20000616810,"TEREZA NELMA DA SILVA PORTO VIANA SOARES","DEPUTADO FEDERAL","PSDB","ELEITO POR MÉDIA","AL",44207,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","VEREADOR","BRANCA","07/10/1957","BRASILEIRA NATA"
2018,20000621738,"JOSÉ RENAN VASCONCELOS CALHEIROS","SENADOR","MDB","ELEITO","AL",621562,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","SENADOR","BRANCA","16/09/1955","BRASILEIRA NATA"
2018,20000621935,"SÉRGIO TOLEDO DE ALBUQUERQUE","DEPUTADO FEDERAL","PR","ELEITO POR QP","AL",98201,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","29/01/1962","BRASILEIRA NATA"
2018,20000621937,"PAULO FERNANDO DOS SANTOS","DEPUTADO FEDERAL","PT","ELEITO POR MÉDIA","AL",60900,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","15/09/1957","BRASILEIRA NATA"
2018,20000621941,"MARX BELTRÃO LIMA SIQUEIRA","DEPUTADO FEDERAL","PSD","ELEITO POR QP","AL",139458,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","PECUARISTA","BRANCA","28/11/1979","BRASILEIRA NATA"
2018,20000621946,"ISNALDO BULHÕES BARROS JUNIOR","DEPUTADO FEDERAL","MDB","ELEITO POR QP","AL",71847,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","30/10/1976","BRASILEIRA NATA"
2018,20000621947,"NIVALDO FERREIRA DE ALBUQUERQUE NETO","DEPUTADO FEDERAL","PTB","ELEITO POR QP","AL",84956,"MASCULINO","SOLTEIRO(A)","SUPERIOR INCOMPLETO","DEPUTADO","BRANCA","07/01/1988","BRASILEIRA NATA"
2018,30000602692,"VINÍCIUS DE AZEVEDO GURGEL","DEPUTADO FEDERAL","PR","ELEITO POR QP","AP",18818,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","31/07/1978","BRASILEIRA NATA"
2018,30000607892,"LUIZ CANTUÁRIA BARRETO","SENADOR","PTB","ELEITO","AP",128186,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","TÉCNICO DE ELETRICIDADE, ELETRÔNICA E TELECOMUNICAÇÕES","BRANCA","10/11/1964","BRASILEIRA NATA"
2018,30000613837,"MARCIVANIA DO SOCORRO DA ROCHA FLEXA","DEPUTADO FEDERAL","PC do B","ELEITO POR MÉDIA","AP",14196,"FEMININO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","21/06/1973","BRASILEIRA NATA"
2018,30000613842,"ACÁCIO DA SILVA FAVACHO NETO","DEPUTADO FEDERAL","PROS","ELEITO POR QP","AP",19111,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","VEREADOR","BRANCA","28/09/1983","BRASILEIRA NATA"
2018,30000617195,"LUIZ CARLOS GOMES DOS SANTOS JUNIOR","DEPUTADO FEDERAL","PSDB","ELEITO POR QP","AP",14069,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","ADVOGADO","BRANCA","16/08/1979","BRASILEIRA NATA"
2018,30000617199,"ANDRE DOS SANTOS ABDON","DEPUTADO FEDERAL","PP","ELEITO POR MÉDIA","AP",12856,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ENGENHEIRO","PARDA","10/11/1970","BRASILEIRA NATA"
2018,30000619275,"LEDA MARIA SADALA BRITO","DEPUTADO FEDERAL","AVANTE","ELEITO POR QP","AP",11301,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","CONTADOR","PARDA","11/06/1966","BRASILEIRA NATA"
2018,30000620101,"CARLOS CAMILO GOES CAPIBERIBE","DEPUTADO FEDERAL","PSB","ELEITO POR MÉDIA","AP",24987,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ADVOGADO","PARDA","23/05/1972","BRASILEIRA NATA"
2018,30000620104,"RANDOLPH FREDERICH RODRIGUES ALVES","SENADOR","REDE","ELEITO","AP",264798,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","SENADOR","BRANCA","06/11/1972","BRASILEIRA NATA"
2018,30000625407,"ALINE PARANHOS VARONIL GURGEL","DEPUTADO FEDERAL","PRB","ELEITO POR QP","AP",16519,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","ADVOGADO","BRANCA","25/11/1980","BRASILEIRA NATA"
2018,40000603706,"FRANCISCO PLINIO VALERIO TOMAZ","SENADOR","PSDB","ELEITO","AM",834809,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","VEREADOR","BRANCA","31/01/1955","BRASILEIRA NATA"
2018,40000608895,"SIDNEY RICARDO DE OLIVEIRA LEITE","DEPUTADO FEDERAL","PSD","ELEITO POR MÉDIA","AM",77458,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","08/04/1967","BRASILEIRA NATA"
2018,40000608904,"ALBERTO BARROS CAVALCANTE NETO","DEPUTADO FEDERAL","PRB","ELEITO POR QP","AM",107168,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","POLICIAL MILITAR","PARDA","05/05/1982","BRASILEIRA NATA"
2018,40000608905,"SILAS CÂMARA","DEPUTADO FEDERAL","PRB","ELEITO POR QP","AM",117181,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","15/12/1962","BRASILEIRA NATA"
2018,40000610405,"JOÃO BOSCO GOMES SARAIVA","DEPUTADO FEDERAL","SOLIDARIEDADE","ELEITO POR MÉDIA","AM",55477,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","OUTROS","PARDA","10/10/1959","BRASILEIRA NATA"
2018,40000610407,"ATILA SIDNEY LINS DE ALBUQUERQUE","DEPUTADO FEDERAL","PP","ELEITO POR QP","AM",118700,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","22/11/1950","BRASILEIRA NATA"
2018,40000610412,"MARCELO RAMOS RODRIGUES","DEPUTADO FEDERAL","PR","ELEITO POR MÉDIA","AM",106805,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","AGENCIADOR DE PROPAGANDA","PARDA","29/08/1973","BRASILEIRA NATA"
2018,40000610415,"PABLO OLIVA SOUZA","DEPUTADO FEDERAL","PSL","ELEITO POR QP","AM",151649,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","SERVIDOR PÚBLICO FEDERAL","PARDA","26/07/1976","BRASILEIRA NATA"
2018,40000610429,"JOSE RICARDO WENDLING","DEPUTADO FEDERAL","PT","ELEITO POR QP","AM",197270,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","23/06/1964","BRASILEIRA NATA"
2018,40000618261,"CARLOS EDUARDO DE SOUZA BRAGA","SENADOR","MDB","ELEITO","AM",607286,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","SENADOR","BRANCA","06/12/1960","BRASILEIRA NATA"
2018,50000605224,"CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO","DEPUTADO FEDERAL","PP","ELEITO POR QP","BA",106592,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","03/11/1979","BRASILEIRA NATA"
2018,50000605225,"MÁRIO SILVIO MENDES NEGROMONTE JÚNIOR","DEPUTADO FEDERAL","PP","ELEITO POR QP","BA",102512,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","31/08/1980","BRASILEIRA NATA"
2018,50000605227,"CLAUDIO CAJADO SAMPAIO","DEPUTADO FEDERAL","PP","ELEITO POR QP","BA",104322,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ADVOGADO","BRANCA","01/12/1963","BRASILEIRA NATA"
2018,50000605228,"RONALDO CARLETTO","DEPUTADO FEDERAL","PP","ELEITO POR QP","BA",118097,"MASCULINO","CASADO(A)","ENSINO MÉDIO INCOMPLETO","EMPRESÁRIO","BRANCA","05/01/1960","BRASILEIRA NATA"
2018,50000606023,"ADOLFO VIANA DE CASTRO NETO","DEPUTADO FEDERAL","PSDB","ELEITO POR QP","BA",102603,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","02/02/1981","BRASILEIRA NATA"
2018,50000606396,"ANDERSON MACHADO DE JESUS","DEPUTADO FEDERAL","PHS","ELEITO POR QP","BA",54858,"MASCULINO","SOLTEIRO(A)","ENSINO FUNDAMENTAL COMPLETO","VEREADOR","PARDA","29/11/1984","BRASILEIRA NATA"
2018,50000606413,"JOSE ABILIO SILVA DE SANTANA","DEPUTADO FEDERAL","PHS","ELEITO POR QP","BA",50345,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","OUTROS","PRETA","13/02/1965","BRASILEIRA NATA"
2018,50000607712,"JAQUES WAGNER","SENADOR","PT","ELEITO","BA",4253331,"MASCULINO","CASADO(A)","SUPERIOR INCOMPLETO","INDUSTRIAL","BRANCA","16/03/1951","BRASILEIRA NATA"
2018,50000607716,"ANGELO MARIO CORONEL DE AZEVEDO MARTINS","SENADOR","PSD","ELEITO","BA",3927598,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","03/05/1958","BRASILEIRA NATA"
2018,50000607787,"WALDENOR ALVES PEREIRA FILHO","DEPUTADO FEDERAL","PT","ELEITO POR QP","BA",121278,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","08/03/1954","BRASILEIRA NATA"
2018,50000607788,"JOSÉ CERQUEIRA DE SANTANA NETO","DEPUTADO FEDERAL","PT","ELEITO POR QP","BA",129196,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","30/03/1964","BRASILEIRA NATA"
2018,50000607789,"AFONSO BANDEIRA FLORENCE","DEPUTADO FEDERAL","PT","ELEITO POR QP","BA",130548,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","PROFESSOR DE ENSINO SUPERIOR","PARDA","15/10/1960","BRASILEIRA NATA"
2018,50000607791,"LUIZ CARLOS CAETANO","DEPUTADO FEDERAL","PT","ELEITO POR QP","BA",124647,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","23/09/1954","BRASILEIRA NATA"
2018,50000607792,"JORGE JOSÉ SANTOS PEREIRA SOLLA","DEPUTADO FEDERAL","PT","ELEITO POR QP","BA",135657,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","11/04/1961","BRASILEIRA NATA"
2018,50000607797,"JOSÉ MARCELO DO NASCIMENTO NILO","DEPUTADO FEDERAL","PSB","ELEITO POR QP","BA",115277,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","26/04/1955","BRASILEIRA NATA"
2018,50000607798,"LÍDICE DA MATA E SOUZA","DEPUTADO FEDERAL","PSB","ELEITO POR QP","BA",104348,"FEMININO","DIVORCIADO(A)","SUPERIOR COMPLETO","SENADOR","PARDA","12/03/1956","BRASILEIRA NATA"
2018,50000607803,"JOAO CARLOS PAOLILO BACELAR FILHO","DEPUTADO FEDERAL","PR","ELEITO POR MÉDIA","BA",84684,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","ENGENHEIRO","BRANCA","08/10/1972","BRASILEIRA NATA"
2018,50000607804,"JOSE ALVES ROCHA","DEPUTADO FEDERAL","PR","ELEITO POR MÉDIA","BA",84016,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","MÉDICO","BRANCA","18/08/1948","BRASILEIRA NATA"
2018,50000607806,"ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO","DEPUTADO FEDERAL","PSD","ELEITO POR QP","BA",127716,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PRETA","17/01/1969","BRASILEIRA NATA"
2018,50000607808,"JOSE NUNES SOARES","DEPUTADO FEDERAL","PSD","ELEITO POR MÉDIA","BA",99535,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","18/12/1950","BRASILEIRA NATA"
2018,50000607811,"OTTO ROBERTO MENDONÇA DE ALENCAR FILHO","DEPUTADO FEDERAL","PSD","ELEITO POR QP","BA",185428,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ADMINISTRADOR","BRANCA","07/07/1977","BRASILEIRA NATA"
2018,50000607813,"SERGIO LUIS LACERDA BRITO","DEPUTADO FEDERAL","PSD","ELEITO POR QP","BA",105427,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","08/06/1961","BRASILEIRA NATA"
2018,50000607816,"ALICE MAZZUCO PORTUGAL","DEPUTADO FEDERAL","PC do B","ELEITO POR QP","BA",126595,"FEMININO","DIVORCIADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","16/05/1959","BRASILEIRA NATA"
2018,50000607817,"DANIEL GOMES DE ALMEIDA","DEPUTADO FEDERAL","PC do B","ELEITO POR QP","BA",114213,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","21/01/1955","BRASILEIRA NATA"
2018,50000607822,"JOÃO CARLOS BACELAR BATISTA","DEPUTADO FEDERAL","PODE","ELEITO POR QP","BA",149274,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","ADMINISTRADOR","BRANCA","09/07/1957","BRASILEIRA NATA"
2018,50000608176,"MANOEL ISIDORIO DE SANTANA JUNIOR","DEPUTADO FEDERAL","AVANTE","ELEITO POR QP","BA",323264,"MASCULINO","CASADO(A)","SUPERIOR INCOMPLETO","DEPUTADO","PRETA","28/07/1962","BRASILEIRA NATA"
2018,50000608186,"CARLOS TITO MARQUES CORDEIRO","DEPUTADO FEDERAL","AVANTE","ELEITO POR QP","BA",48899,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","ADVOGADO","BRANCA","17/11/1976","BRASILEIRA NATA"
2018,50000608625,"JOÃO INÁCIO RIBEIRO ROMA NETO","DEPUTADO FEDERAL","PRB","ELEITO POR QP","BA",84455,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","EMPRESÁRIO","BRANCA","17/11/1972","BRASILEIRA NATA"
2018,50000608626,"MARCIO CARLOS MARINHO","DEPUTADO FEDERAL","PRB","ELEITO POR QP","BA",95204,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PRETA","12/12/1970","BRASILEIRA NATA"
2018,50000608629,"ARTHUR DE OLIVEIRA MAIA DA SILVA","DEPUTADO FEDERAL","DEM","ELEITO POR QP","BA",88908,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","17/08/1964","BRASILEIRA NATA"
2018,50000608631,"ELMAR JOSÉ VIEIRA NASCIMENTO","DEPUTADO FEDERAL","DEM","ELEITO POR QP","BA",103823,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","06/07/1970","BRASILEIRA NATA"
2018,50000608636,"LEUR ANTONIO DE BRITTO LOMANTO JUNIOR","DEPUTADO FEDERAL","DEM","ELEITO POR MÉDIA","BA",82110,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","28/10/1976","BRASILEIRA NATA"
2018,50000608640,"PAULO VELLOSO DANTAS AZI","DEPUTADO FEDERAL","DEM","ELEITO POR QP","BA",84090,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ENGENHEIRO","BRANCA","14/01/1963","BRASILEIRA NATA"
2018,50000609059,"DAYANE JAMILLE CARNEIRO DOS SANTOS PIMENTEL","DEPUTADO FEDERAL","PSL","ELEITO POR QP","BA",136742,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","PROFESSOR DE ENSINO SUPERIOR","BRANCA","30/01/1986","BRASILEIRA NATA"
2018,50000609224,"ULDURICO ALENCAR PINTO","DEPUTADO FEDERAL","PPL","ELEITO POR QP","BA",66343,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","30/01/1992","BRASILEIRA NATA"
2018,50000610865,"ALEX MARCO SANTANA SOUSA","DEPUTADO FEDERAL","PDT","ELEITO POR MÉDIA","BA",62922,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES","BRANCA","22/06/1972","BRASILEIRA NATA"
2018,50000610873,"FELIX DE ALMEIDA MENDONÇA JUNIOR","DEPUTADO FEDERAL","PDT","ELEITO POR QP","BA",91913,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","29/11/1963","BRASILEIRA NATA"
2018,50000620044,"JOSIAS GOMES DA SILVA","DEPUTADO FEDERAL","PT","ELEITO POR QP","BA",115571,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","14/10/1956","BRASILEIRA NATA"
2018,50000620045,"NELSON VICENTE PORTELA PELLEGRINO","DEPUTADO FEDERAL","PT","ELEITO POR QP","BA",101476,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","27/12/1960","BRASILEIRA NATA"
2018,50000620051,"VALMIR CARLOS DA ASSUNÇÃO","DEPUTADO FEDERAL","PT","ELEITO POR QP","BA",118313,"MASCULINO","CASADO(A)","ENSINO FUNDAMENTAL COMPLETO","DEPUTADO","PRETA","17/12/1964","BRASILEIRA NATA"
2018,50000622995,"RAIMUNDO MAGALHÃES COSTA","DEPUTADO FEDERAL","PRP","ELEITO POR MÉDIA","BA",38829,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","PESCADOR","PARDA","09/03/1961","BRASILEIRA NATA"
2018,60000601222,"FRANCISCO VAIDON OLIVEIRA","DEPUTADO FEDERAL","PROS","ELEITO POR QP","CE",30392,"MASCULINO","SOLTEIRO(A)","ENSINO MÉDIO COMPLETO","DEPUTADO","PARDA","02/04/1975","BRASILEIRA NATA"
2018,60000601233,"WAGNER SOUSA GOMES","DEPUTADO FEDERAL","PROS","ELEITO POR QP","CE",303593,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","21/01/1979","BRASILEIRA NATA"
2018,60000605031,"GENECIAS MATEUS NORONHA","DEPUTADO FEDERAL","SOLIDARIEDADE","ELEITO POR QP","CE",113515,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","EMPRESÁRIO","PARDA","13/03/1963","BRASILEIRA NATA"
2018,60000605060,"DOMINGOS GOMES DE AGUIAR NETO","DEPUTADO FEDERAL","PSD","ELEITO POR QP","CE",111154,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","29/04/1988","BRASILEIRA NATA"
2018,60000605078,"MOSES HAENDEL MELO RODRIGUES","DEPUTADO FEDERAL","MDB","ELEITO POR QP","CE",128526,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","EMPRESÁRIO","BRANCA","06/06/1978","BRASILEIRA NATA"
2018,60000610981,"CID FERREIRA GOMES","SENADOR","PDT","ELEITO","CE",3228533,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ENGENHEIRO","BRANCA","27/04/1963","BRASILEIRA NATA"
2018,60000610989,"JOSE AIRTON FELIX CIRILO DA SILVA","DEPUTADO FEDERAL","PT","ELEITO POR QP","CE",74099,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PRETA","21/02/1957","BRASILEIRA NATA"
2018,60000610990,"JOSE NOBRE GUIMARAES","DEPUTADO FEDERAL","PT","ELEITO POR QP","CE",173039,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","13/02/1959","BRASILEIRA NATA"
